compound_name,chembl_id,target_id,action_type
PEXIDARTINIB,CHEMBL3813873,CHEMBL1844,INHIBITOR
PEXIDARTINIB,CHEMBL3813873,CHEMBL1974,INHIBITOR
PEXIDARTINIB,CHEMBL3813873,CHEMBL1936,INHIBITOR
MELATONIN,CHEMBL45,CHEMBL2094268,AGONIST
TROGLITAZONE,CHEMBL408,CHEMBL235,AGONIST
FENFLURAMINE HYDROCHLORIDE,CHEMBL2106217,CHEMBL1983,AGONIST
FENFLURAMINE HYDROCHLORIDE,CHEMBL2106217,CHEMBL225,AGONIST
FENFLURAMINE HYDROCHLORIDE,CHEMBL2106217,CHEMBL287,ANTAGONIST
SILODOSIN,CHEMBL24778,CHEMBL229,ANTAGONIST
SULFANILAMIDE,CHEMBL21,CHEMBL2364668,INHIBITOR
METHYLPREDNISOLONE,CHEMBL650,CHEMBL2034,AGONIST
IBANDRONATE SODIUM,CHEMBL3989569,CHEMBL1782,INHIBITOR
MOXONIDINE,CHEMBL19236,CHEMBL3923,AGONIST
OXYPHENBUTAZONE ANHYDROUS,CHEMBL1228,,
PROPOXYCAINE,CHEMBL1195,,
DARIDOREXANT,CHEMBL4297590,CHEMBL3307226,ANTAGONIST
VECURONIUM BROMIDE,CHEMBL1200629,CHEMBL2362997,ANTAGONIST
GEMCITABINE HYDROCHLORIDE,CHEMBL1637,CHEMBL2095215,INHIBITOR
GEMCITABINE HYDROCHLORIDE,CHEMBL1637,CHEMBL2363042,INHIBITOR
DIPYRIDAMOLE,CHEMBL932,CHEMBL1997,INHIBITOR
DIPYRIDAMOLE,CHEMBL932,CHEMBL2363066,INHIBITOR
CHLORMADINONE ACETATE,CHEMBL110691,CHEMBL208,MODULATOR
CHLOROPROCAINE,CHEMBL1179047,,
CARTEOLOL HYDROCHLORIDE,CHEMBL1201002,CHEMBL2094118,ANTAGONIST
PRAMIPEXOLE DIHYDROCHLORIDE,CHEMBL3182733,CHEMBL2331075,AGONIST
TIZANIDINE,CHEMBL1079,,
CARBIDOPA,CHEMBL1200748,CHEMBL1843,INHIBITOR
EPIRUBICIN HYDROCHLORIDE,CHEMBL1200981,CHEMBL2311221,INHIBITOR
CISATRACURIUM,CHEMBL1201248,,
ZIMELDINE,CHEMBL37744,,
NOVOBIOCIN,CHEMBL36506,,
URACIL MUSTARD,CHEMBL1488,CHEMBL2311221,INHIBITOR
TORSEMIDE,CHEMBL1148,CHEMBL1874,INHIBITOR
PROPYLTHIOURACIL,CHEMBL1518,CHEMBL1839,INHIBITOR
PROPYLTHIOURACIL,CHEMBL1518,CHEMBL2019,INHIBITOR
DIETHYLSTILBESTROL DIPHOSPHATE,CHEMBL1200598,CHEMBL2093866,AGONIST
RIBOFLAVIN 5'-PHOSPHATE,CHEMBL1201794,,
MOXALACTAM,CHEMBL74632,,
BUTORPHANOL TARTRATE,CHEMBL299400,CHEMBL233,PARTIAL AGONIST
BUTORPHANOL TARTRATE,CHEMBL299400,CHEMBL237,PARTIAL AGONIST
ISOTRETINOIN,CHEMBL547,CHEMBL2363069,AGONIST
FORMOTEROL FUMARATE,CHEMBL3989798,CHEMBL210,AGONIST
METHOXAMINE HYDROCHLORIDE,CHEMBL1201103,CHEMBL2094251,AGONIST
TALC ANHYDROUS,CHEMBL3990276,,
YTTERBIUM PENTETATE,CHEMBL2219546,,
BENDAZAC,CHEMBL1089221,CHEMBL1929,INHIBITOR
ADAPALENE,CHEMBL1265,CHEMBL2363069,AGONIST
ZIPEPROL,CHEMBL2105497,,
PHENTERMINE,CHEMBL1574,CHEMBL222,RELEASING AGENT
GUANIDINE,CHEMBL821,,
CARBENICILLIN,CHEMBL1214,,
LAPATINIB,CHEMBL554,,
ALISKIREN,CHEMBL1639,,
KETOTIFEN,CHEMBL534,,
TERBUTALINE SULFATE,CHEMBL1315867,CHEMBL210,AGONIST
PENICILLIN G,CHEMBL29,,
MAGNESIUM ACETATE,CHEMBL1200691,,
MASOPROCOL,CHEMBL313972,CHEMBL1824,INHIBITOR
MASOPROCOL,CHEMBL313972,CHEMBL1957,INHIBITOR
PHENYLBUTANOIC ACID,CHEMBL1469,,
PHENDIMETRAZINE,CHEMBL1615439,,
KETOCONAZOLE,CHEMBL157101,CHEMBL1780,INHIBITOR
METHAMPHETAMINE HYDROCHLORIDE,CHEMBL1200952,CHEMBL2363064,INHIBITOR
GLASDEGIB,CHEMBL2043437,CHEMBL5971,ANTAGONIST
MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,CHEMBL6068336,CHEMBL2971,INHIBITOR
MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,CHEMBL6068336,CHEMBL2835,INHIBITOR
MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,CHEMBL6068336,CHEMBL2971,INHIBITOR
MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,CHEMBL6068336,CHEMBL5903,INHIBITOR
GIVINOSTAT,CHEMBL1213492,,
SUFENTANIL,CHEMBL658,,
NANDROLONE DECANOATE,CHEMBL1200946,CHEMBL1871,AGONIST
BETRIXABAN,CHEMBL512351,CHEMBL244,INHIBITOR
IPRATROPIUM BROMIDE,CHEMBL2134724,CHEMBL245,ANTAGONIST
PROCARBAZINE HYDROCHLORIDE,CHEMBL1200410,CHEMBL2311221,INHIBITOR
FENTANYL CITRATE,CHEMBL688,CHEMBL233,AGONIST
IRBESARTAN HYDROCHLORIDE,CHEMBL6068339,CHEMBL227,ANTAGONIST
CEFTAZIDIME,CHEMBL44354,CHEMBL2354204,INHIBITOR
PROMETHAZINE,CHEMBL643,,
OLUTASIDENIB,CHEMBL4297610,CHEMBL2007625,INHIBITOR
REMIMAZOLAM,CHEMBL4297526,,
OXPRENOLOL,CHEMBL546,,
BESIFLOXACIN,CHEMBL1201760,,
REMIFENTANIL HYDROCHLORIDE,CHEMBL1201120,CHEMBL233,AGONIST
FLUPHENAZINE ENANTHATE,CHEMBL1200951,CHEMBL217,ANTAGONIST
METAPROTERENOL,CHEMBL776,,
PENTOLINIUM TARTRATE,CHEMBL1318287,CHEMBL1907594,ANTAGONIST
FEBUXOSTAT,CHEMBL1164729,CHEMBL1929,INHIBITOR
ZOLPIDEM,CHEMBL911,,
PHENTOLAMINE,CHEMBL597,,
PIROXICAM,CHEMBL527,CHEMBL2094253,INHIBITOR
PEMETREXED MONOHYDRATE,CHEMBL5315053,CHEMBL3972,INHIBITOR
PEMETREXED MONOHYDRATE,CHEMBL5315053,CHEMBL202,INHIBITOR
PEMETREXED MONOHYDRATE,CHEMBL5315053,CHEMBL1952,INHIBITOR
CARPHENAZINE MALEATE,CHEMBL2358147,CHEMBL224,ANTAGONIST
CARPHENAZINE MALEATE,CHEMBL2358147,CHEMBL225,ANTAGONIST
CARPHENAZINE MALEATE,CHEMBL2358147,CHEMBL217,ANTAGONIST
CHLORHEXIDINE,CHEMBL790,,
LIFITEGRAST,CHEMBL2048028,CHEMBL2364172,ANTAGONIST
PENTOLINIUM,CHEMBL1271,,
ENSARTINIB,CHEMBL4113131,CHEMBL4247,INHIBITOR
RALOXIFENE HYDROCHLORIDE,CHEMBL1116,CHEMBL242,MODULATOR
OXYPHENCYCLIMINE,CHEMBL1495,,
METARAMINOL BITARTRATE,CHEMBL2062262,CHEMBL2094251,AGONIST
ARIPIPRAZOLE,CHEMBL1112,CHEMBL217,PARTIAL AGONIST
ARIPIPRAZOLE,CHEMBL1112,CHEMBL214,PARTIAL AGONIST
ARIPIPRAZOLE,CHEMBL1112,CHEMBL224,ANTAGONIST
BAZEDOXIFENE ACETATE,CHEMBL2106615,CHEMBL2093866,MODULATOR
ESTRONE SULFURIC ACID,CHEMBL494753,,
DYPHYLLINE,CHEMBL1752,CHEMBL2093863,INHIBITOR
DYPHYLLINE,CHEMBL1752,CHEMBL241,INHIBITOR
VORINOSTAT,CHEMBL98,CHEMBL325,INHIBITOR
VORINOSTAT,CHEMBL98,CHEMBL1829,INHIBITOR
VORINOSTAT,CHEMBL98,CHEMBL1865,INHIBITOR
VORINOSTAT,CHEMBL98,CHEMBL1937,INHIBITOR
KRYPTON KR 81M,CHEMBL1201096,,
DINOPROSTONE,CHEMBL548,CHEMBL2363068,AGONIST
STREPTOZOCIN,CHEMBL1977579,CHEMBL2311221,INHIBITOR
DOLASETRON MESYLATE,CHEMBL2368924,CHEMBL1899,ANTAGONIST
ENALAPRILAT,CHEMBL3989406,CHEMBL1808,INHIBITOR
ROSE BENGAL SODIUM I 131,CHEMBL3989461,,
TOBRAMYCIN SULFATE,CHEMBL3989564,CHEMBL2364022,INHIBITOR
AMLODIPINE MALEATE,CHEMBL1200984,CHEMBL2095229,BLOCKER
SODIUM MONOFLUOROPHOSPHATE,CHEMBL1908359,,
DABIGATRAN ETEXILATE,CHEMBL539697,,
CYTARABINE,CHEMBL803,CHEMBL2311221,INHIBITOR
CYTARABINE,CHEMBL803,CHEMBL2311222,INHIBITOR
CYTARABINE,CHEMBL803,CHEMBL2363042,INHIBITOR
SULFADICRAMIDE,CHEMBL2104910,,
ESTETROL ANHYDROUS,CHEMBL1230314,,
INFIGRATINIB,CHEMBL1852688,CHEMBL2095217,INHIBITOR
GLUCONOLACTONE,CHEMBL1200829,,
DOCETAXEL ANHYDROUS,CHEMBL92,CHEMBL2095182,STABILISER
HYDROCORTISONE PHOSPHORIC ACID,CHEMBL1641,,
BROMFENAC SODIUM,CHEMBL3181947,CHEMBL2094253,INHIBITOR
NEPAFENAC,CHEMBL1021,CHEMBL2094253,INHIBITOR
ACRIVASTINE,CHEMBL1224,CHEMBL231,ANTAGONIST
ALLOPURINOL,CHEMBL1467,CHEMBL1929,INHIBITOR
REPOTRECTINIB,CHEMBL4298138,CHEMBL2815,INHIBITOR
REPOTRECTINIB,CHEMBL4298138,CHEMBL4898,INHIBITOR
REPOTRECTINIB,CHEMBL4298138,CHEMBL5568,INHIBITOR
REPOTRECTINIB,CHEMBL4298138,CHEMBL5608,INHIBITOR
REPOTRECTINIB,CHEMBL4298138,CHEMBL4680046,INHIBITOR
REPOTRECTINIB,CHEMBL4298138,CHEMBL5303568,INHIBITOR
MEPERIDINE,CHEMBL607,,
VILDAGLIPTIN,CHEMBL142703,CHEMBL284,INHIBITOR
EDETATE CALCIUM DISODIUM ANHYDROUS,CHEMBL1200375,,
SULFACETAMIDE,CHEMBL455,CHEMBL2364668,INHIBITOR
OXYCODONE TEREPHTHALATE,CHEMBL3989826,CHEMBL233,AGONIST
FLUOROESTRADIOL,CHEMBL1627367,,
NABUMETONE,CHEMBL1070,CHEMBL230,INHIBITOR
DESLANOSIDE,CHEMBL1614,CHEMBL2095186,INHIBITOR
PLERIXAFOR,CHEMBL18442,CHEMBL2107,PARTIAL AGONIST
THIETHYLPERAZINE,CHEMBL1378,,
ARMODAFINIL,CHEMBL1201192,CHEMBL238,INHIBITOR
BROMPHENIRAMINE,CHEMBL811,,
ELAGOLIX,CHEMBL1208155,CHEMBL1855,ANTAGONIST
LINCOMYCIN HYDROCHLORIDE,CHEMBL3989551,CHEMBL2363853,INHIBITOR
MICAFUNGIN,CHEMBL457547,,
MELPHALAN FLUFENAMIDE,CHEMBL4303060,,
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,CHEMBL1200955,CHEMBL2111369,INHIBITOR
TRAZODONE,CHEMBL621,,
EPLERENONE,CHEMBL1095097,CHEMBL1994,ANTAGONIST
SEVOFLURANE,CHEMBL1200694,CHEMBL2363052,POSITIVE MODULATOR
SEVOFLURANE,CHEMBL1200694,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
SEVOFLURANE,CHEMBL1200694,CHEMBL2331041,OPENER
SEVOFLURANE,CHEMBL1200694,CHEMBL2331042,OPENER
SEVOFLURANE,CHEMBL1200694,CHEMBL2321613,OPENER
SEVOFLURANE,CHEMBL1200694,CHEMBL2321614,OPENER
SEVOFLURANE,CHEMBL1200694,CHEMBL2321615,OPENER
PAROXETINE MESYLATE,CHEMBL1200609,CHEMBL228,INHIBITOR
DAPAGLIFLOZIN,CHEMBL429910,CHEMBL3884,INHIBITOR
BENZTHIAZIDE,CHEMBL1201039,CHEMBL1876,INHIBITOR
CANTHARIDIN,CHEMBL48449,,
LEVOMILNACIPRAN,CHEMBL99946,,
ELETRIPTAN,CHEMBL1510,,
DIPHENOXYLATE HYDROCHLORIDE,CHEMBL1200665,CHEMBL233,AGONIST
PERAMIVIR,CHEMBL3989402,CHEMBL3377,INHIBITOR
PERAMIVIR,CHEMBL3989402,CHEMBL2051,INHIBITOR
GLYCEROL PHENYLBUTYRATE,CHEMBL2105745,CHEMBL2366039,SEQUESTERING AGENT
LATANOPROSTENE BUNOD,CHEMBL2364612,CHEMBL1987,AGONIST
TESTOSTERONE ENANTHATE,CHEMBL1200335,CHEMBL1871,AGONIST
TRETINOIN,CHEMBL38,CHEMBL2363069,AGONIST
METHYPRYLON,CHEMBL1200790,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
LEVOMILNACIPRAN HYDROCHLORIDE,CHEMBL2105732,CHEMBL228,INHIBITOR
LEVOMILNACIPRAN HYDROCHLORIDE,CHEMBL2105732,CHEMBL222,INHIBITOR
DISULFIRAM,CHEMBL964,CHEMBL1935,INHIBITOR
PERFLUBRON,CHEMBL1200866,,
DEXAMETHASONE PHOSPHORIC ACID,CHEMBL1201302,,
IBREXAFUNGERP,CHEMBL4297513,CHEMBL2364674,INHIBITOR
IBREXAFUNGERP,CHEMBL4297513,CHEMBL2364673,INHIBITOR
PREDNISOLONE TEBUTATE,CHEMBL1200909,CHEMBL2034,AGONIST
SUCCINYLCHOLINE CHLORIDE,CHEMBL983,CHEMBL2362997,AGONIST
NALMEFENE HYDROCHLORIDE DIHYDRATE,CHEMBL5315055,CHEMBL233,ANTAGONIST
NALMEFENE HYDROCHLORIDE DIHYDRATE,CHEMBL5315055,CHEMBL236,ANTAGONIST
NALMEFENE HYDROCHLORIDE DIHYDRATE,CHEMBL5315055,CHEMBL237,PARTIAL AGONIST
HYDROCORTISONE CYPIONATE,CHEMBL1549,CHEMBL2034,AGONIST
GUANADREL SULFATE,CHEMBL3184143,CHEMBL222,SUBSTRATE
AMISULPRIDE,CHEMBL243712,CHEMBL2096904,ANTAGONIST
AMISULPRIDE,CHEMBL243712,CHEMBL2095169,ANTAGONIST
HYDROFLUMETHIAZIDE,CHEMBL1763,CHEMBL1876,INHIBITOR
THONZONIUM,CHEMBL1201322,,
ETHAMBUTOL,CHEMBL44884,,
MICONAZOLE NITRATE,CHEMBL1559,CHEMBL1780,INHIBITOR
RIOCIGUAT,CHEMBL2107834,CHEMBL2111348,POSITIVE ALLOSTERIC MODULATOR
ALITRETINOIN,CHEMBL705,CHEMBL2363071,AGONIST
TECOVIRIMAT,CHEMBL1257073,CHEMBL5308522,INHIBITOR
ANAGLIPTIN,CHEMBL1929396,CHEMBL284,INHIBITOR
MONOBENZONE,CHEMBL1388,CHEMBL1973,INHIBITOR
NAPHAZOLINE,CHEMBL761,,
FLUTEMETAMOL,CHEMBL579205,,
SPIRONOLACTONE,CHEMBL1393,CHEMBL1994,ANTAGONIST
MIDODRINE,CHEMBL1201212,,
VABORBACTAM,CHEMBL3317857,CHEMBL6132,INHIBITOR
APROBARBITAL,CHEMBL7863,,
METHYSERGIDE MALEATE,CHEMBL1200938,CHEMBL1833,ANTAGONIST
METHYSERGIDE MALEATE,CHEMBL1200938,CHEMBL214,PARTIAL AGONIST
METHYSERGIDE MALEATE,CHEMBL1200938,CHEMBL225,ANTAGONIST
AZLOCILLIN SODIUM,CHEMBL1201041,CHEMBL2363020,INHIBITOR
PRANLUKAST,CHEMBL21333,CHEMBL1798,ANTAGONIST
RADIUM DICHLORIDE,CHEMBL2111187,,
TOPIRAMATE,CHEMBL220492,CHEMBL205,INHIBITOR
TOPIRAMATE,CHEMBL220492,CHEMBL3729,INHIBITOR
TOPIRAMATE,CHEMBL220492,CHEMBL2096670,ANTAGONIST
TOPIRAMATE,CHEMBL220492,CHEMBL2109241,ANTAGONIST
TOPIRAMATE,CHEMBL220492,CHEMBL2093872,POSITIVE MODULATOR
TOPIRAMATE,CHEMBL220492,CHEMBL2331043,BLOCKER
APRACLONIDINE HYDROCHLORIDE,CHEMBL1200379,CHEMBL2095158,AGONIST
PHENYLBUTAZONE,CHEMBL101,CHEMBL2094253,INHIBITOR
CISAPRIDE MONOHYDRATE,CHEMBL1200788,CHEMBL1875,AGONIST
HALAZEPAM,CHEMBL970,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
ALCAFTADINE,CHEMBL1201747,CHEMBL231,ANTAGONIST
AVATROMBOPAG,CHEMBL2103883,CHEMBL1864,AGONIST
BETA CAROTENE,CHEMBL1293,,
ZOLEDRONIC ACID ANHYDROUS,CHEMBL924,,
ESZOPICLONE,CHEMBL1522,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
DEFEROXAMINE MESYLATE,CHEMBL1234,CHEMBL2363058,CHELATING AGENT
DEXTROSE,CHEMBL1222250,,
HEXACHLOROPHENE,CHEMBL496,CHEMBL2364678,INHIBITOR
AMPHETAMINE ADIPATE,CHEMBL1200387,CHEMBL238,RELEASING AGENT
AMPHETAMINE ADIPATE,CHEMBL1200387,CHEMBL222,RELEASING AGENT
METIPRANOLOL,CHEMBL1291,,
DILTIAZEM MALATE,CHEMBL1200805,CHEMBL2095229,BLOCKER
CEFTAROLINE FOSAMIL,CHEMBL501122,CHEMBL3512,INHIBITOR
CEFTAROLINE FOSAMIL,CHEMBL501122,CHEMBL6188,INHIBITOR
CEFTAROLINE FOSAMIL,CHEMBL501122,CHEMBL2354204,INHIBITOR
ETIDRONATE DISODIUM,CHEMBL1201042,CHEMBL2366048,INHIBITOR
ERDAFITINIB,CHEMBL3545376,CHEMBL2095217,INHIBITOR
DIGITOXIN,CHEMBL254219,CHEMBL2095186,INHIBITOR
NORELGESTROMIN,CHEMBL1200807,CHEMBL208,AGONIST
CHLORTHALIDONE,CHEMBL1055,CHEMBL1876,INHIBITOR
ACETOPHENAZINE MALEATE,CHEMBL2360079,CHEMBL217,ANTAGONIST
DORAVIRINE,CHEMBL2364608,CHEMBL247,NEGATIVE ALLOSTERIC MODULATOR
HYDROXYSTILBAMIDINE,CHEMBL1301,,
METHYLPHENIDATE HYDROCHLORIDE,CHEMBL1722,CHEMBL238,INHIBITOR
METHYLPHENIDATE HYDROCHLORIDE,CHEMBL1722,CHEMBL222,INHIBITOR
VINORELBINE TARTRATE,CHEMBL538943,CHEMBL2095182,INHIBITOR
PROGESTERONE,CHEMBL103,CHEMBL208,AGONIST
HISTAMINE PHOSPHATE,CHEMBL3989520,CHEMBL231,AGONIST
PLICAMYCIN,CHEMBL1237054,CHEMBL2311221,INHIBITOR
TRIDIHEXETHYL CHLORIDE,CHEMBL1200771,CHEMBL245,ANTAGONIST
TRIDIHEXETHYL CHLORIDE,CHEMBL1200771,CHEMBL216,ANTAGONIST
ANAGRELIDE HYDROCHLORIDE,CHEMBL1200759,CHEMBL2094125,INHIBITOR
DORIPENEM,CHEMBL491571,CHEMBL2354204,INHIBITOR
CLONIDINE,CHEMBL134,CHEMBL2095158,AGONIST
PENTOXIFYLLINE,CHEMBL628,CHEMBL2094257,ANTAGONIST
PENTOXIFYLLINE,CHEMBL628,CHEMBL2363066,INHIBITOR
METHOCARBAMOL,CHEMBL1201117,CHEMBL261,INHIBITOR
METHOXAMINE,CHEMBL524,,
ERTAPENEM SODIUM,CHEMBL1232,CHEMBL2354204,INHIBITOR
FENOTEROL,CHEMBL32800,CHEMBL210,AGONIST
LUMEFANTRINE,CHEMBL38827,CHEMBL613897,INHIBITOR
ACETAZOLAMIDE,CHEMBL20,CHEMBL261,INHIBITOR
ACETAZOLAMIDE,CHEMBL20,CHEMBL205,INHIBITOR
ACETAZOLAMIDE,CHEMBL20,CHEMBL3242,INHIBITOR
ACETAZOLAMIDE,CHEMBL20,CHEMBL3729,INHIBITOR
ANILERIDINE HYDROCHLORIDE,CHEMBL1201047,CHEMBL233,AGONIST
ANILERIDINE HYDROCHLORIDE,CHEMBL1201047,CHEMBL237,AGONIST
IVOSIDENIB,CHEMBL3989958,CHEMBL2007625,INHIBITOR
CEFUROXIME SODIUM,CHEMBL2146124,CHEMBL2354204,INHIBITOR
PHENIRAMINE MALEATE,CHEMBL1653,CHEMBL231,ANTAGONIST
PRALSETINIB,CHEMBL4582651,CHEMBL2041,INHIBITOR
PRALSETINIB,CHEMBL4582651,CHEMBL3430904,INHIBITOR
PRALSETINIB,CHEMBL4582651,CHEMBL3430888,INHIBITOR
PRUCALOPRIDE SUCCINATE,CHEMBL2105748,CHEMBL1875,AGONIST
PYRILAMINE,CHEMBL511,,
CLOFARABINE,CHEMBL1750,CHEMBL2095215,INHIBITOR
CLOFARABINE,CHEMBL1750,CHEMBL2311221,INHIBITOR
CLOFARABINE,CHEMBL1750,CHEMBL2363042,INHIBITOR
IVACAFTOR,CHEMBL2010601,CHEMBL4051,POSITIVE MODULATOR
BELZUTIFAN,CHEMBL4585668,CHEMBL1744522,INHIBITOR
SULFAMETHAZINE,CHEMBL446,CHEMBL2364668,INHIBITOR
FOSAPREPITANT DIMEGLUMINE,CHEMBL1201782,CHEMBL249,ANTAGONIST
NIROGACESTAT,CHEMBL1770916,CHEMBL2094135,INHIBITOR
ESCITALOPRAM,CHEMBL1508,,
MEGLUMINE,CHEMBL1200570,,
FENSPIRIDE,CHEMBL576127,,
VOXILAPREVIR,CHEMBL3707372,CHEMBL2095231,INHIBITOR
PONATINIB,CHEMBL1171837,,
THIOTHIXENE,CHEMBL1201,CHEMBL217,ANTAGONIST
THIOTHIXENE,CHEMBL1201,CHEMBL224,ANTAGONIST
MEPENZOLATE,CHEMBL524004,,
OXYBUTYNIN CHLORIDE,CHEMBL1133,CHEMBL245,ANTAGONIST
OXYBUTYNIN CHLORIDE,CHEMBL1133,CHEMBL211,ANTAGONIST
RIVAROXABAN,CHEMBL198362,CHEMBL244,INHIBITOR
CANAGLIFLOZIN,CHEMBL4594217,CHEMBL3884,INHIBITOR
CAFFEINE CITRATE,CHEMBL1200569,CHEMBL2111329,ANTAGONIST
IDARUBICIN HYDROCHLORIDE,CHEMBL1200976,CHEMBL1806,INHIBITOR
IDARUBICIN HYDROCHLORIDE,CHEMBL1200976,CHEMBL2311221,INHIBITOR
TAFAMIDIS,CHEMBL2103837,CHEMBL3194,STABILISER
LOFEXIDINE HYDROCHLORIDE,CHEMBL1788132,CHEMBL2095158,AGONIST
DIPHENIDOL,CHEMBL936,,
METHIODAL,CHEMBL2110978,,
BREXANOLONE,CHEMBL207538,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
SONIDEGIB,CHEMBL2105737,,
TERIFLUNOMIDE,CHEMBL973,CHEMBL1966,INHIBITOR
LEVOBETAXOLOL HYDROCHLORIDE,CHEMBL1200837,CHEMBL213,ANTAGONIST
ASCIMINIB,CHEMBL4208229,CHEMBL1862,INHIBITOR
NORETHINDRONE ACETATE,CHEMBL1201146,CHEMBL208,AGONIST
TIZANIDINE HYDROCHLORIDE,CHEMBL1200329,CHEMBL2095158,AGONIST
MIGLITOL,CHEMBL1561,CHEMBL2074,INHIBITOR
MIGLITOL,CHEMBL1561,CHEMBL2608,INHIBITOR
HALOFANTRINE HYDROCHLORIDE,CHEMBL1200901,CHEMBL613897,INHIBITOR
PENTAZOCINE LACTATE,CHEMBL3989509,CHEMBL287,MODULATOR
METHANDROSTENOLONE,CHEMBL1418176,CHEMBL1871,AGONIST
PARITAPREVIR,CHEMBL3391662,CHEMBL2095231,INHIBITOR
AMPRENAVIR,CHEMBL116,CHEMBL243,INHIBITOR
DEXTROAMPHETAMINE ADIPATE,CHEMBL1200782,CHEMBL238,RELEASING AGENT
DEXTROAMPHETAMINE ADIPATE,CHEMBL1200782,CHEMBL222,RELEASING AGENT
DEXTROAMPHETAMINE ADIPATE,CHEMBL1200782,CHEMBL1893,INHIBITOR
FEXOFENADINE HYDROCHLORIDE,CHEMBL1200618,CHEMBL231,ANTAGONIST
VALSARTAN,CHEMBL1069,CHEMBL227,ANTAGONIST
CALCIUM GLUCEPTATE,CHEMBL1237066,,
ROSIGLITAZONE MALEATE,CHEMBL843,CHEMBL235,AGONIST
MOCLOBEMIDE,CHEMBL86304,CHEMBL1951,INHIBITOR
ZOLEDRONIC ACID,CHEMBL4303669,CHEMBL1782,INHIBITOR
BETHANECHOL,CHEMBL1482,,
FLECAINIDE,CHEMBL652,,
ETIDOCAINE HYDROCHLORIDE,CHEMBL1200597,CHEMBL2331043,BLOCKER
APOMORPHINE HYDROCHLORIDE,CHEMBL3187985,CHEMBL2331075,AGONIST
STAVUDINE,CHEMBL991,CHEMBL247,INHIBITOR
FENOFIBRIC ACID,CHEMBL981,CHEMBL239,AGONIST
IOBENGUANE I 131,CHEMBL1615779,CHEMBL222,SUBSTRATE
GIVINOSTAT HYDROCHLORIDE,CHEMBL6068400,CHEMBL2093865,INHIBITOR
LEVOBUPIVACAINE HYDROCHLORIDE,CHEMBL1200749,CHEMBL2072,BLOCKER
PRAZIQUANTEL,CHEMBL976,CHEMBL2363079,BLOCKER
PRAZIQUANTEL,CHEMBL976,CHEMBL2363080,BLOCKER
TENOFOVIR DISOPROXIL,CHEMBL1538,,
CILASTATIN,CHEMBL766,CHEMBL1989,INHIBITOR
DOXYCYCLINE HYCLATE,CHEMBL3989740,CHEMBL4073,INHIBITOR
DOXYCYCLINE HYCLATE,CHEMBL3989740,CHEMBL4588,INHIBITOR
DOXYCYCLINE HYCLATE,CHEMBL3989740,CHEMBL280,INHIBITOR
DOXYCYCLINE HYCLATE,CHEMBL3989740,CHEMBL332,INHIBITOR
DOXYCYCLINE HYCLATE,CHEMBL3989740,CHEMBL2363135,INHIBITOR
FELODIPINE,CHEMBL1480,CHEMBL1994,ANTAGONIST
FELODIPINE,CHEMBL1480,CHEMBL2095229,BLOCKER
PIXANTRONE,CHEMBL167731,CHEMBL2311221,CROSS-LINKING AGENT
TESTOLACTONE,CHEMBL1571,CHEMBL1978,INHIBITOR
UPADACITINIB HEMIHYDRATE,CHEMBL5315119,CHEMBL3553,INHIBITOR
UPADACITINIB HEMIHYDRATE,CHEMBL5315119,CHEMBL2148,INHIBITOR
UPADACITINIB HEMIHYDRATE,CHEMBL5315119,CHEMBL2971,INHIBITOR
UPADACITINIB HEMIHYDRATE,CHEMBL5315119,CHEMBL2835,INHIBITOR
CEFACLOR,CHEMBL1201018,CHEMBL2354204,INHIBITOR
PANOBINOSTAT LACTATE,CHEMBL3545368,CHEMBL2093865,INHIBITOR
OMEPRAZOLE,CHEMBL1503,CHEMBL2095173,INHIBITOR
TRIAZOLAM,CHEMBL646,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
TRILOSTANE,CHEMBL1200907,CHEMBL3670,INHIBITOR
BENAZEPRIL,CHEMBL838,,
RANITIDINE HYDROCHLORIDE,CHEMBL2110372,CHEMBL1941,ANTAGONIST
PIBRENTASVIR,CHEMBL3545123,CHEMBL3307224,INHIBITOR
ISONIAZID,CHEMBL64,CHEMBL1849,INHIBITOR
BUNAMIODYL,CHEMBL2110636,,
NALBUPHINE,CHEMBL895,,
HALOTHANE,CHEMBL931,CHEMBL2363052,POSITIVE MODULATOR
HALOTHANE,CHEMBL931,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
HALOTHANE,CHEMBL931,CHEMBL2331041,OPENER
HALOTHANE,CHEMBL931,CHEMBL2331042,OPENER
HALOTHANE,CHEMBL931,CHEMBL2321613,OPENER
HALOTHANE,CHEMBL931,CHEMBL2321614,OPENER
HALOTHANE,CHEMBL931,CHEMBL2321615,OPENER
PRUCALOPRIDE,CHEMBL117287,CHEMBL1875,AGONIST
